# R055 exhaustive exact analysis
SUMMARY	12	669584	228	1	24	1	1	9	8	8.44812
GMIN	12	000100020003010001010102010302000201020203000301
PMIN	12	000100020003010001010102010302000201020203000301
LOCAL	12	000000010002000300040100010101020103020002010202	0	273
LOCAL	12	000000010002000301000101010201030200020102020203	0	276
LOCAL	12	000000010002000301000101010201030200020102020300	0	251
LOCAL	12	000100020003000401000101010201030200020102020203	0	260
LOCAL	12	000100020003000401010102010302000201020202030301	0	249
LOCAL	12	000100020003010001010102010302000201020202030301	0	245
LOCAL	12	000100020003010001010102010302000201020203000301	1	228
LOCAL	12	000100020003010101020103020002010202020303000301	0	239
LOCAL	12	000100020100010101020103020002010202020303010302	0	264
BASIN	12	T0_CANONICAL_MIN	000000010002000300040100010101020103020002010202	25509
BASIN	12	T0_CANONICAL_MIN	000000010002000301000101010201030200020102020203	18396
BASIN	12	T0_CANONICAL_MIN	000000010002000301000101010201030200020102020300	70083
BASIN	12	T0_CANONICAL_MIN	000100020003000401000101010201030200020102020203	120612
BASIN	12	T0_CANONICAL_MIN	000100020003000401010102010302000201020202030301	94977
BASIN	12	T0_CANONICAL_MIN	000100020003010001010102010302000201020202030301	126791
BASIN	12	T0_CANONICAL_MIN	000100020003010001010102010302000201020203000301	4602
BASIN	12	T0_CANONICAL_MIN	000100020003010101020103020002010202020303000301	195944
BASIN	12	T0_CANONICAL_MIN	000100020100010101020103020002010202020303010302	12670
BASIN	12	T1_CANONICAL_MAX	000000010002000300040100010101020103020002010202	18561
BASIN	12	T1_CANONICAL_MAX	000000010002000301000101010201030200020102020203	14257
BASIN	12	T1_CANONICAL_MAX	000000010002000301000101010201030200020102020300	64982
BASIN	12	T1_CANONICAL_MAX	000100020003000401000101010201030200020102020203	109248
BASIN	12	T1_CANONICAL_MAX	000100020003000401010102010302000201020202030301	95608
BASIN	12	T1_CANONICAL_MAX	000100020003010001010102010302000201020202030301	226891
BASIN	12	T1_CANONICAL_MAX	000100020003010001010102010302000201020203000301	5143
BASIN	12	T1_CANONICAL_MAX	000100020003010101020103020002010202020303000301	123593
BASIN	12	T1_CANONICAL_MAX	000100020100010101020103020002010202020303010302	11301
BASIN	12	T2_ORIENTATION_MOVE_LEX	000000010002000300040100010101020103020002010202	20887
BASIN	12	T2_ORIENTATION_MOVE_LEX	000000010002000301000101010201030200020102020203	12878
BASIN	12	T2_ORIENTATION_MOVE_LEX	000000010002000301000101010201030200020102020300	65857
BASIN	12	T2_ORIENTATION_MOVE_LEX	000100020003000401000101010201030200020102020203	112240
BASIN	12	T2_ORIENTATION_MOVE_LEX	000100020003000401010102010302000201020202030301	95184
BASIN	12	T2_ORIENTATION_MOVE_LEX	000100020003010001010102010302000201020202030301	224666
BASIN	12	T2_ORIENTATION_MOVE_LEX	000100020003010001010102010302000201020203000301	5293
BASIN	12	T2_ORIENTATION_MOVE_LEX	000100020003010101020103020002010202020303000301	121791
BASIN	12	T2_ORIENTATION_MOVE_LEX	000100020100010101020103020002010202020303010302	10788
